supermercado,nombre,precio,url,seccion
alcampo,ZESPRI Kiwi Sungold a granel.,"Precio
7,95 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,"Moras, tarrina de 125 g.","Precio
2,44 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Lombarda,"Precio
2,98 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,ALCAMPO CULTIVAMOS LO BUENO Kiwis 600 g. aprox.,"Precio
3,99 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Jengibre a granel,"Precio
2,80 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Melón verde,"Precio
5,94 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,ALCAMPO CULTIVAMOS LO BUENO Tomate asurcado a granel,"Precio
4,99 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,"BE PLUS Bolsita de avena y frutas (manzana, plátano y arándanos) ecológica BE PLUS Bio 100 g.","Precio
1,00 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,ALCAMPO CULTIVAMOS LO BUENO Tomate azul a granel,"Precio
4,99 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Pera blanquilla 1 kg.,"Precio
2,29 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Limón a granel ALCAMPO CULTIVAMOS LO BUENO,"Precio
2,08 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,CAÑA NATURE Pulpa de aguacate fresco para untar CAÑA NATURE Tarrina de 150g.,"Precio
1,89 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Manzana Reineta gris a granel,"Precio
2,59 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Tomate bola a granel,"Precio
2,49 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Manzanas Fuji bandeja,"Precio
3,79 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Manzana Reineta verde a granel,"Precio
2,54 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Manzanas Ambrosia bandeja,"Precio
4,09 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Mango maduro 400 gr. aproximados,"Precio
4,99 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Patatas rojas a granel,"Precio
2,03 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,ALCAMPO CULTIVAMOS LO BUENO Naranjas de zumo Sanguina malla 1 kg.,"Precio
2,29 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,"ALCAMPO CULTIVAMOS LO BUENO ECOLÓGICO Plátanos bio con indicación geográfica protegida, bandeja 800 g.","Precio
4,29 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Papayas a granel,"Precio
5,24 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Coco 1 ud.,"Precio
1,59 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Melón galia,"Precio
4,06 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Peras conferencia bandeja,"Precio
3,69 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Melón cantaloup,"Precio
4,06 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,ALCAMPO CULTIVAMOS LO BUENO Compota de manzana y mango pack 4 uds. x 100 g.,"Precio
2,65 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Piña entera DEL MONTE,"Precio
5,92 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,ALCAMPO CULTIVAMOS LO BUENO Compota de manzana y pera pack 4 uds. x 100 g.,"Precio
2,65 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Melón de autor Gran Selección,"Precio
8,37 €
Aprox",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
alcampo,Kiwis ecológicos bandeja de 600 g.,"Precio
3,99 €",https://www.compraonline.alcampo.es/categories/frescos/frutas/OC1701?sortBy=favorite,frutas
